admin4Name_en,admin4Name_alias,admin4Pcode,admin3Name_en,admin3Name_alias,admin3Pcode,admin2Name_en,admin2Name_alias,admin2Pcode,admin1Name_en,admin1Name_alias,admin1Pcode,admin0Name_en,admin0Name_alias,admin0Pcode
Gehenuwala,Gehenuwala,LK1112160,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Watareka South,Watareka South,LK1112165,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ovitigama,Ovitigama,LK1112170,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kandanawatta,Kandanawatta,LK1112175,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kiriberiyakele,Kiriberiyakele,LK1112180,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mawathgama,Mawathgama,LK1112185,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Katuwana,Katuwana,LK1112190,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Galavilawatta South,Galavilawatta South,LK1112195,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Niyandagala,Niyandagala,LK1112200,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Hiripitiya,Hiripitiya,LK1112205,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mambulgoda,Mambulgoda,LK1112210,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kithulhena,Kithulhena,LK1112215,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Siddamulla North,Siddamulla North,LK1112220,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Siddamulla South,Siddamulla South,LK1112225,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mattegoda West,Mattegoda West,LK1112230,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mattegoda Central 'A',Mattegoda Central 'A',LK1112235,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mattegoda East,Mattegoda East,LK1112240,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Brahmanagama,Brahmanagama,LK1112245,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Deepangoda,Deepangoda,LK1112250,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Magammana West,Magammana West,LK1112255,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Magammana East,Magammana East,LK1112260,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Uduwana,Uduwana,LK1112265,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Prasannapura,Prasannapura,LK1112270,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pitipana North,Pitipana North,LK1112275,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Suwapubudugama,Suwapubudugama,LK1112280,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pitipana South,Pitipana South,LK1112285,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Dolahena,Dolahena,LK1112290,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Diyagama East,Diyagama East,LK1112295,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Diyagama West,Diyagama West,LK1112300,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kirigampamunuwa,Kirigampamunuwa,LK1112305,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mattegoda Central 'B',Mattegoda Central 'B',LK1112310,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Siyambalagoda North,Siyambalagoda North,LK1112315,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kudamaduwa,Kudamaduwa,LK1112320,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Sangharama,Sangharama,LK1112325,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Siyambalagoda South,Siyambalagoda South,LK1112330,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Rilawala,Rilawala,LK1112335,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kahathuduwa West,Kahathuduwa West,LK1112340,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kiriwattuduwa South,Kiriwattuduwa South,LK1112345,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kiriwattuduwa North,Kiriwattuduwa North,LK1112350,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Moonamale - Yakahaluwa,Moonamale - Yakahaluwa,LK1112355,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kithulavila,Kithulavila,LK1112360,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kahathuduwa North,Kahathuduwa North,LK1112365,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kahathuduwa East,Kahathuduwa East,LK1112370,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kahathuduwa South,Kahathuduwa South,LK1112375,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Undurugoda,Undurugoda,LK1112380,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Wethara,Wethara,LK1112385,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ambalangoda,Ambalangoda,LK1112390,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Heraliyawala,Heraliyawala,LK1112395,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Palagama,Palagama,LK1112400,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Weniwelkola,Weniwelkola,LK1112405,Homagama,Homagama,LK1112,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Bollathawa,Bollathawa,LK1115005,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kanampella West,Kanampella West,LK1115010,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kanampella East,Kanampella East,LK1115015,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Manakada,Manakada,LK1115020,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Eswatta North,Eswatta North,LK1115025,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kiriwandala North,Kiriwandala North,LK1115030,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kudagama,Kudagama,LK1115035,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Weralupitiya,Weralupitiya,LK1115040,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Seethagama,Seethagama,LK1115045,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Avissawella,Avissawella,LK1115050,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ukwatta,Ukwatta,LK1115055,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Agra Pedesa,Agra Pedesa,LK1115060,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Eswatta South,Eswatta South,LK1115065,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ihala Kosgama North,Ihala Kosgama North,LK1115070,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Thawalgoda,Thawalgoda,LK1115075,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Muruthagama,Muruthagama,LK1115080,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Akaravita,Akaravita,LK1115085,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kahatapitiya,Kahatapitiya,LK1115090,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kalu Aggala,Kalu Aggala,LK1115095,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Salawa,Salawa,LK1115100,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pahala Kosgama West?Á?Á?Á?Á?Á,Pahala Kosgama West?Á?Á?Á?Á?Á,LK1115105,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pahala Kosgama East,Pahala Kosgama East,LK1115110,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ihala Kosgama South,Ihala Kosgama South,LK1115115,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Miriswatta,Miriswatta,LK1115120,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Aluth Ambalama,Aluth Ambalama,LK1115125,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kiriwandala South,Kiriwandala South,LK1115130,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kotahera,Kotahera,LK1115135,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Seethawaka,Seethawaka,LK1115140,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Aradhana Kanda,Aradhana Kanda,LK1115145,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Puwakpitiya South,Puwakpitiya South,LK1115150,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Puwakpitiya,Puwakpitiya,LK1115155,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Egodagama,Egodagama,LK1115160,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Weragolla North,Weragolla North,LK1115165,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Hingurala,Hingurala,LK1115170,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kadugoda North,Kadugoda North,LK1115175,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mawalgama,Mawalgama,LK1115180,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Suduwella,Suduwella,LK1115185,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Gira Imbula,Gira Imbula,LK1115190,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Walawwatta,Walawwatta,LK1115195,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pahala Hanwella,Pahala Hanwella,LK1115200,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Hanwella Town,Hanwella Town,LK1115205,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ihala Hanwella North,Ihala Hanwella North,LK1115210,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Niripola,Niripola,LK1115215,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Brandigampala,Brandigampala,LK1115220,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kadugoda South,Kadugoda South,LK1115225,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Weragolla South,Weragolla South,LK1115230,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Digana,Digana,LK1115235,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Lahirugama,Lahirugama,LK1115240,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mambula,Mambula,LK1115245,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Welikanna,Welikanna,LK1115250,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kahahena,Kahahena,LK1115255,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Neluwattuduwa,Neluwattuduwa,LK1115260,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Diddeniya North,Diddeniya North,LK1115265,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ihala Hanwella South,Ihala Hanwella South,LK1115270,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pahathgama,Pahathgama,LK1115275,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Jayaweeragoda,Jayaweeragoda,LK1115280,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Koodaluvila,Koodaluvila,LK1115285,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Thunnana East,Thunnana East,LK1115290,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Diddeniya South,Diddeniya South,LK1115295,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Elamalawala,Elamalawala,LK1115300,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ilukovita,Ilukovita,LK1115305,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Koswatta,Koswatta,LK1115310,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pagngnagula,Pagngnagula,LK1115315,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pelpola,Pelpola,LK1115320,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kudakanda,Kudakanda,LK1115325,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Thunnana West,Thunnana West,LK1115330,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mawathagama West,Mawathagama West,LK1115335,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mawathagama East,Mawathagama East,LK1115340,Seethawaka,Seethawaka,LK1115,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pinnawala North,Pinnawala North,LK1118005,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pinnawala South,Pinnawala South,LK1118010,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Waga North,Waga North,LK1118015,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Waga East,Waga East,LK1118020,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Thummodara,Thummodara,LK1118025,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Waga South,Waga South,LK1118030,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Siyambalawa,Siyambalawa,LK1118035,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pahala Bope,Pahala Bope,LK1118040,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Halpe,Halpe,LK1118045,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Waga West,Waga West,LK1118050,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Uggalla,Uggalla,LK1118055,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Wewelpanawa,Wewelpanawa,LK1118060,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pitumpe North,Pitumpe North,LK1118065,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pitumpe South,Pitumpe South,LK1118070,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Galagedara East,Galagedara East,LK1118075,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Galagedara North,Galagedara North,LK1118080,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Galagedara South,Galagedara South,LK1118085,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Padukka,Padukka,LK1118090,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Arukwatta North,Arukwatta North,LK1118095,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Arukwatta South,Arukwatta South,LK1118100,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ganegoda,Ganegoda,LK1118105,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Angampitiya,Angampitiya,LK1118110,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Weragala,Weragala,LK1118115,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Angamuwa,Angamuwa,LK1118120,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Udumulla,Udumulla,LK1118125,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Poregedara,Poregedara,LK1118130,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pahala Padukka,Pahala Padukka,LK1118135,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Liyanwala,Liyanwala,LK1118140,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kurugala,Kurugala,LK1118145,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Madulawa South,Madulawa South,LK1118150,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Madulawa North,Madulawa North,LK1118155,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Horakandawala,Horakandawala,LK1118160,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Dampe,Dampe,LK1118165,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Beruketiya,Beruketiya,LK1118170,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Horagala West,Horagala West,LK1118175,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Horagala East,Horagala East,LK1118180,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Beliattavila,Beliattavila,LK1118185,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Miriyagalla,Miriyagalla,LK1118190,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Malagala,Malagala,LK1118195,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kahawala,Kahawala,LK1118200,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Yatawathura,Yatawathura,LK1118205,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mahingala,Mahingala,LK1118210,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ihala Bope,Ihala Bope,LK1118215,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Gurulana,Gurulana,LK1118220,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Udagama,Udagama,LK1118225,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Dambora,Dambora,LK1118230,Padukka,Padukka,LK1118,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mirihana South,Mirihana South,LK1121005,Maharagama,Maharagama,LK1121,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mirihana North,Mirihana North,LK1121010,Maharagama,Maharagama,LK1121,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Madiwela,Madiwela,LK1121015,Maharagama,Maharagama,LK1121,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Thalawathugoda West,Thalawathugoda West,LK1121020,Maharagama,Maharagama,LK1121,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Thalawathugoda East,Thalawathugoda East,LK1121025,Maharagama,Maharagama,LK1121,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kalalgoda,Kalalgoda,LK1121030,Maharagama,Maharagama,LK1121,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kottawa East,Kottawa East,LK1121035,Maharagama,Maharagama,LK1121,Colombo,Colombo,LK11,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
